genome1	genome2	blastANI
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	83.4913
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	92.4686
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.0118
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.466
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.9616
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.1566
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.1395
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.6366
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	85.3483
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.0115
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.5743
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.8683
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.1994
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	84.18
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.0213
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.2463
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.8689
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	86.9819
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.0818
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.7275
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	81.0382
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.559
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.2535
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.1769
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.2984
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.2169
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.6542
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.0921
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.2775
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	86.7011
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.3538
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.1396
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.8594
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.0553
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.9315
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	86.6862
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_036226585.1_ASM3622658v1_genomic.fna	81.2609
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_040296585.1_ASM4029658v1_genomic.fna	83.077
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	83.2326
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	80.0445
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	81.0041
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	84.3111
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	84.2276
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	84.3384
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	84.3251
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	84.2821
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.0241
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.6882
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.4201
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	82.5381
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.2838
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.7589
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.9576
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.4246
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	83.4839
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	93.0802
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.0481
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.5619
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0698
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.1192
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.0651
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.7141
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	85.4145
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.1219
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.6121
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.6784
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.2598
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	84.225
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.0311
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.1358
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.7335
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	86.8142
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.961
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.8238
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	81.1547
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.6317
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.3062
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.1879
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.1966
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.2895
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.6458
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.025
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.2447
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	87.0181
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.4177
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.2406
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.8911
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.0508
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.9822
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	86.8837
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_040296585.1_ASM4029658v1_genomic.fna	81.6869
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	81.1919
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	79.9278
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	82.2644
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	81.3867
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	81.1674
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	81.2768
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	81.379
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	81.2805
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.1741
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	81.1482
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	80.3559
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	80.8551
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.4351
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	82.2961
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.2382
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	84.4223
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	81.0765
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	81.323
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	84.1191
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.3366
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.3689
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.6269
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.7857
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	82.3127
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	81.4312
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	84.1972
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.6243
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.9965
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.867
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	81.2293
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.4743
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	84.257
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.9866
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	81.1683
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.4121
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	83.9341
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	81.2896
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.7163
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.922
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	81.1126
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	82.6022
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	84.2325
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.8484
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	82.1029
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	84.3396
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	81.424
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	81.164
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.0057
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.2297
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	84.0936
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	81.3151
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	81.1128
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	83.3906
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	79.7204
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	81.6256
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	83.6252
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	83.4794
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	83.5284
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	83.5654
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	83.5624
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	79.9068
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	84.8444
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	84.3305
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	84.1142
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.148
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	82.0414
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.1802
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.8042
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.4012
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	83.1421
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.6162
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.6743
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0886
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.4524
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.4599
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	82.1267
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	83.379
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.5844
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.5286
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.6392
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.464
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	83.5515
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	86.7015
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.7204
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.6131
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.1887
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.1039
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	81.3679
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.8968
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.6559
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.3689
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.581
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.9994
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.6162
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.8415
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.3824
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.6974
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.6446
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.8928
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	78.9159
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.3546
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.6462
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.8837
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.3227
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	79.5574
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	80.8108
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	83.8318
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	83.6022
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	83.7512
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	83.7281
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	83.7153
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	79.6734
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.6049
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.7872
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.2896
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.6482
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.3897
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.6063
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.3991
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.0294
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	83.3953
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.0499
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.7742
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.8335
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.0021
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	80.8778
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.5281
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	83.6448
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.131
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.3977
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.2537
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.141
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	83.5992
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.2031
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.1286
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.266
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.1956
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.6842
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.8071
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.7433
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.3015
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	80.891
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.4948
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.1277
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.1785
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.6029
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.0154
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.1987
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.7351
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.6756
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	78.7683
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.7582
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.1817
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.72
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.4045
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	79.7626
