genome1	genome2	orthoANIu
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	81.9826
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	92.1397
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.4312
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.0561
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9504
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.3726
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.1857
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.7142
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	83.7359
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.2327
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.687
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.5568
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.2927
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.8151
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.2532
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.551
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.3115
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	86.3906
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.8371
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.0405
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.1327
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.6277
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.269
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	82.9065
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.0121
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.5176
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.4867
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.2936
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.5263
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	86.0999
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.1355
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.5144
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.73
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.5038
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.6149
GCA_014649615.1_ASM1464961v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	86.0727
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_036226585.1_ASM3622658v1_genomic.fna	78.6946
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_040296585.1_ASM4029658v1_genomic.fna	81.3594
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	81.8085
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	77.1254
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	78.6392
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	82.9798
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	82.9816
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	83.0616
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	82.9771
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	83.0194
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.9734
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	80.7851
GCA_016893525.2_ASM1689352v2_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.0494
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.0543
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	78.0755
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.1908
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.1687
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.7204
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.1301
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	92.7332
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.3693
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.3345
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	78.2218
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.2079
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.1804
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.8785
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.1158
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.2916
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.8456
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.4574
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.366
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.9879
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.4077
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.5019
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.4317
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	86.4582
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	78.0925
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.144
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.1962
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.702
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.485
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.0893
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.136
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.6549
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.6087
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.2421
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.5565
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	86.4113
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.5137
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.6121
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.9248
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.2902
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.8069
GCA_016893525.2_ASM1689352v2_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	86.3796
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_040296585.1_ASM4029658v1_genomic.fna	78.9834
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	78.5364
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	76.7167
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	79.8516
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	78.9419
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	78.7363
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	78.6245
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	78.6296
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	78.6646
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.8148
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	78.5228
GCA_036226585.1_ASM3622658v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	77.646
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	77.7166
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.9631
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	80.0392
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.306
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	82.3576
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	78.369
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	78.5344
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	82.6214
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	78.7015
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	78.2465
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	79.0245
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.755
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	79.707
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	78.3545
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	82.3632
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.4131
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.3346
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.7288
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	78.6047
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	78.8611
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	82.6725
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.1994
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	78.264
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	78.2839
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	82.3006
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.3041
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.395
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.9653
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	78.4833
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	80.5131
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	82.52
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.5326
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	79.6456
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	82.5449
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	78.7061
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	78.6187
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.2714
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	78.2453
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	82.2982
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	78.4001
GCA_036226585.1_ASM3622658v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	78.6234
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_044755365.1_ASM4475536v1_genomic.fna	81.8707
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	76.4809
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	79.1193
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	81.6291
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	81.7842
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	81.7619
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	81.767
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	81.7728
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.7969
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	83.0324
GCA_040296585.1_ASM4029658v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.5021
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	82.5128
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	78.0131
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.3923
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.2023
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.9007
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.5769
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	81.2668
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.7475
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.9469
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9149
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.4653
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.2419
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	79.1104
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	81.1766
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.799
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.4405
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.2809
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.4274
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.0207
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	85.567
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.9071
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.2339
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	81.5217
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.971
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.5959
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.7739
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.7712
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.2141
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	82.0656
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.6271
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.7564
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.5587
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.5783
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.8607
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	82.0716
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	82.1936
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.0397
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	78.1638
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.7821
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.2902
GCA_040296585.1_ASM4029658v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	81.5156
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_048656505.1_ASM4865650v1_genomic.fna	76.7203
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	78.2643
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_049998315.1_ASM4999831v1_genomic.fna	82.1509
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050604645.1_ASM5060464v1_genomic.fna	82.035
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050605165.1_ASM5060516v1_genomic.fna	82.1814
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050605505.1_ASM5060550v1_genomic.fna	82.1027
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_050608825.1_ASM5060882v1_genomic.fna	82.1406
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.7368
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	80.7239
GCA_044755365.1_ASM4475536v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	80.9541
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	82.0164
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.7899
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	78.6909
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.8465
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.6731
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.6596
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	81.8376
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.1724
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	82.2149
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9921
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.1945
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.1148
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.731
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	81.6661
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.2942
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.6971
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.1857
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.2246
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.1855
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.7854
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.5614
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	75.7309
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	81.8992
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.6841
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.1421
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.7787
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.3948
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	77.8901
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	82.1643
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	78.7861
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.436
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.636
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.1877
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.624
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	82.5036
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	82.3961
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.2963
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.6549
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.3206
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.5084
GCA_044755365.1_ASM4475536v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	81.8526
GCA_048656505.1_ASM4865650v1_genomic.fna	GCA_049998235.1_ASM4999823v1_genomic.fna	76.6936
